COUNTRY,YEAR,DEBT_TOTAL,DEBT_RATIO,NOMINAL_GDP,NOMINAL_GDP_GROWTH,REAL_GDP,REAL_GDP_GROWTH,POTENTIAL_GDP,POTENTIAL_GDP_GROWTH,GDP_DEFLATOR_PCH,EA_GDP_DEFLATOR_PCH,PRIMARY_BALANCE,STRUCTURAL_PRIMARY_BALANCE,FISCAL_BALANCE,STOCK_FLOW,PRIMARY_EXPENDITURE_SHARE,AGEING_COST,PENSION_REVENUE,PENSION_BALANCE,PROPERTY_INCOME,TAX_AND_PROPERTY_INCOME,IMPLICIT_INTEREST_RATE,INTEREST_RATE_ST,INTEREST_RATE_LT,EXR_EUR,EXR_USD,ESM_REPAYMENT,BOND_REPAYMENT,DEBT_ST_SHARE,DEBT_LT_MATURING_SHARE,DEBT_LT_MATURING_AVG_SHARE,DEBT_DOMESTIC_SHARE,DEBT_EUR_SHARE,FWD_RATE_3M10Y,FWD_RATE_10Y10Y,FWD_INFL_5Y5Y,BUDGET_BALANCE_ELASTICITY
ESP,2032,,,,,,,,1.4885006141490145,,,,,,,,25.54515144519613,1.2265693319620403,,0.0,0.07526075839996338,,,,,,,78.698687,,,,,,,,,
ESP,2033,,,,,,,,1.4104505883839915,,,,,,,,25.80617483558981,1.2462048555571543,,0.0,0.09148280322551727,,,,,,,97.353565958,,,,,,,,,
ESP,2034,,,,,,,,1.3324005626189686,,,,,,,,26.05947717355149,1.2649455925469453,,0.0,0.10734978318214417,,,,,,,52.428193893999996,,,,,,,,,
ESP,2035,,,,,,,,1.2543505368539458,,,,,,,,26.29753133088218,1.2821893787236234,,0.0,0.11835660531439564,,,,,,,44.114733,,,,,,,,,
ESP,2036,,,,,,,,1.1763005110889229,,,,,,,,26.516287336517244,1.2977349153455313,,0.0,0.1293634274466471,,,,,,,6.477196,,,,,,,,,
ESP,2037,,,,,,,,1.347294824323356,,,,,,,,26.7194318470266,1.3114567240988624,,0.0,0.1403702495788986,,,,,,,43.544608000000004,,,,,,,,,
ESP,2038,,,,,,,,1.4308357560080331,,,,,,,,26.91810368894522,1.3242291249115161,,0.0,0.15137707171115009,,,,,,,0.7356,,,,,,,,,
ESP,2039,,,,,,,,1.527654738101774,,,,,,,,27.11200785160657,1.3356596331456774,,0.0,0.16238389384340157,,,,,,,23.892508,,,,,,,,,
ESP,2040,,,,,,,,1.6417392640335746,,,,,,,,27.283042418106294,1.344994074723073,,0.0,0.17339071597565306,,,,,,,41.200743,,,,,,,,,
ESP,2041,,,,,,,,1.5633255215195154,,,,,,,,27.488754894114425,1.356267821239355,,0.0,0.18439753810790455,,,,,,,30.298095,,,,,,,,,
ESP,2042,,,,,,,,1.4958573623135558,,,,,,,,27.708883730883347,1.3683099640388698,,0.0,0.19540436024015603,,,,,,,15.684735,,,,,,,,,
ESP,2043,,,,,,,,1.4277916266351232,,,,,,,,27.942170166193403,1.3807828646503306,,0.0,0.20641118237240752,,,,,,,16.274112,,,,,,,,,
ESP,2044,,,,,,,,1.3793849630248705,,,,,,,,28.177208046759986,1.3930599723817008,,0.0,0.217418004504659,,,,,,,18.249533162,,,,,,,,,
ESP,2045,,,,,,,,1.3513253422997562,,,,,,,,28.403290102274056,1.404425095273105,,0.0,0.2284248266369105,,,,,,,0.27924,,,,,,,,,
ESP,2046,,,,,,,,1.3436476029262994,,,,,,,,28.61410155013836,1.4145309519450648,,0.0,0.23943164876916198,,,,,,,21.30563,,,,,,,,,
ESP,2047,,,,,,,,1.3615623897990923,,,,,,,,28.79825310346421,1.4224215912419897,,0.0,0.25043847090141347,,,,,,,0.26429,,,,,,,,,
ESP,2048,,,,,,,,1.3915917489219176,,,,,,,,28.948102353689183,1.4278299470376827,,0.0,0.2614452930336649,,,,,,,20.868307,,,,,,,,,
ESP,2049,,,,,,,,1.357664835084321,,,,,,,,29.08055250371072,1.4318253860220798,,0.0,0.2724521151659164,,,,,,,0.56459,,,,,,,,,
ESP,2050,,,,,,,,1.3359415374572965,,,,,,,,29.189029127790633,1.4341719345912258,,0.0,0.28345893729816785,,,,,,,24.819391000000003,,,,,,,,,
ESP,2051,,,,,,,,1.3158944818771694,,,,,,,,29.276004891933255,1.435104798376013,,0.0,0.2944657594304193,,,,,,,0.21736,,,,,,,,,
ESP,2052,,,,,,,,1.2939273655695585,,,,,,,,29.342671066865158,1.4348195579160992,,0.0,0.30547258156267076,,,,,,,20.20776,,,,,,,,,
ESP,2053,,,,,,,,1.2684618562043215,,,,,,,,29.394270693803175,1.4336816391810892,,0.0,0.3164794036949222,,,,,,,0.20196,,,,,,,,,
ESP,2054,,,,,,,,1.2922564257471867,,,,,,,,29.41979525498999,1.4310186950903538,,0.0,0.3274862258271737,,,,,,,12.299807999999999,,,,,,,,,
ESP,2055,,,,,,,,1.310853777956465,,,,,,,,29.421052021902348,1.4270912704198766,,0.0,0.33849304795942514,,,,,,,0.19421,,,,,,,,,
ESP,2056,,,,,,,,1.321066321505267,,,,,,,,29.405138635852946,1.4222974105261006,,0.0,0.3494998700916766,,,,,,,0.19421,,,,,,,,,
ESP,2057,,,,,,,,1.3285866457478903,,,,,,,,29.3698427625428,1.4167290844940255,,0.0,0.36050669222392806,,,,,,,0.19421,,,,,,,,,
ESP,2058,,,,,,,,1.327626694198999,,,,,,,,29.32486855986172,1.4108850173181315,,0.0,0.3715135143561795,,,,,,,0.19421,,,,,,,,,
ESP,2059,,,,,,,,1.3151270466667395,,,,,,,,29.27141219867162,1.4050279418024763,,0.0,0.382520336488431,,,,,,,0.19421,,,,,,,,,
ESP,2060,,,,,,,,1.2981266997696848,,,,,,,,29.213940111193885,1.3992495528829565,,0.0,0.39352715862068244,,,,,,,0.19421,,,,,,,,,
ESP,2061,,,,,,,,1.2740335721855094,,,,,,,,29.15189092099856,1.3938707116605724,,0.0,0.4045339807529339,,,,,,,0.19421,,,,,,,,,
ESP,2062,,,,,,,,1.2444416126320847,,,,,,,,29.094857810666817,1.389030651397961,,0.0,0.41554080288518536,,,,,,,0.19421,,,,,,,,,
ESP,2063,,,,,,,,1.2043660263543345,,,,,,,,29.04172746544061,1.3849486609930257,,0.0,0.4265476250174368,,,,,,,0.19421,,,,,,,,,
ESP,2064,,,,,,,,1.1614882951465941,,,,,,,,28.99621039035179,1.3817585453510477,,0.0,0.4375544471496883,,,,,,,1.19421,,,,,,,,,
ESP,2065,,,,,,,,1.1160113123160462,,,,,,,,28.960774597444072,1.3795106940658801,,0.0,0.44856126928193973,,,,,,,0.18636,,,,,,,,,
ESP,2066,,,,,,,,1.06145947531,,,,,,,,28.934099443531974,1.3782747242470468,,0.0,0.4595680914141912,,,,,,,16.112920000000003,,,,,,,,,
ESP,2067,,,,,,,,1.0025088045663615,,,,,,,,28.923147726249976,1.3782156668584096,,0.0,0.47057491354644265,,,,,,,0.00649,,,,,,,,,
ESP,2068,,,,,,,,0.9449919377861373,,,,,,,,28.928003063293392,1.3794671473784446,,0.0,0.4815817356786941,,,,,,,0.00649,,,,,,,,,
ESP,2069,,,,,,,,0.8856622505804801,,,,,,,,28.947616450964453,1.3821136102633458,,0.0,0.49258855781094557,,,,,,,0.00649,,,,,,,,,
ESP,2070,,,,,,,,0.8196940209288932,,,,,,,,28.991560701115688,1.3862661387748334,,0.0,0.503595379943197,,,,,,,0.00649,,,,,,,,,
ESP,2071,,,,,,,,,,,,,,,,,,,,0.5146022020754485,,,,,,,,,,,,,,,,
EST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08508232090063744,-0.11268673785075417,-0.06740856446306151,1.0,0.0,3.0357968421052637,4.1272543859649105,2.157847368421053,0.486
EST,2024,9.33,23.6064,39.51007,3.4625998159620863,28.8919081288696,-0.26101360490566883,30.1857524587908,0.13373069955049388,3.7333579893930047,2.932331962638357,-0.9321667,1.151,-1.5221424,1.018,43.3985234,17.333989031734575,0.08481566795329042,,0.0,0.0,3.0242485,3.192,3.546666666666667,1.0,1.082380469,,,,,,,,,,,
EST,2025,9.89,23.8395,41.50147,5.040234046662029,29.2060591119631,1.0873320712922796,30.23239033433565,0.15450294177201673,3.910375947504363,2.4767093808285567,-0.8190854,0.8308,-1.3659033,0.0,44.6295165,17.379168448205817,0.0959307169731522,,0.0,0.010491831228137016,2.4331518,2.655,3.3979999999999997,1.0,1.113519535,,0.33399999999999996,,,,,,,,,
EST,2026,11.04,25.3625,43.52719,4.881080115957337,29.8665775967914,2.2615803189884875,30.33375471760587,0.3352840518041855,2.561570424234194,2.0119566334671157,-1.8452101,-1.0967,-2.4256555,0.09,44.6945826,17.389954695011273,0.09580408297058447,,0.0,0.009741666726768017,2.5536447,,,1.0,1.13468,,0.2,,,,,,,,,
EST,2027,,,,,30.17938637340845,1.0473539380376096,30.49246736725578,0.5232212468501141,,,,,,,,17.40746089063335,0.09811335125235886,,0.0,0.011427504941821098,,,,,,,0.0,,,,,,,,,
EST,2028,,,,,30.4027827442402,0.740228340191118,30.55966823315203,0.22038513671875926,,,,,,,,17.45064353582547,0.10001353081265497,,0.0,0.012705330736935139,,,,,,,0.0,,,,,,,,,
EST,2029,,,,,30.64483840933416,0.7961628615716698,30.64483840933416,0.27870124614026714,,,,,,,,17.425827821853588,0.10121281789147513,,0.0,0.013281160965561867,,,,,,,0.0,,,,,,,,,
EST,2030,,,,,,,,0.4993112706473253,,,,,,,,17.38434761527173,0.10221711962849139,,0.0,0.013661995530128479,,,,,,,1.5,,,,,,,,,
EST,2031,,,,,,,,0.7199212951543834,,,,,,,,17.331356247753256,0.10320887607908807,,0.0,0.014030838385224342,,,,,,,0.0,,,,,,,,,
EST,2032,,,,,,,,0.9405313196614414,,,,,,,,17.279792453369428,0.10415278044626979,,0.0,0.014351671561598778,,,,,,,1.5,,,,,,,,,
EST,2033,,,,,,,,1.1611413441684997,,,,,,,,17.23294583777824,0.1052441145608021,,0.0,0.014819502830505371,,,,,,,0.0,,,,,,,,,
EST,2034,,,,,,,,1.3817513686755576,,,,,,,,17.198736750845413,0.10647256543736465,,0.0,0.015425331890583038,,,,,,,1.0,,,,,,,,,
EST,2035,,,,,,,,1.6023613931826157,,,,,,,,17.17830360135416,0.10790356836495998,,0.0,0.016465610909191044,,,,,,,0.0,,,,,,,,,
EST,2036,,,,,,,,1.8229714176896739,,,,,,,,17.157811614460115,0.10946889255070295,,0.0,0.01750588992779905,,,,,,,0.0,,,,,,,,,
EST,2037,,,,,,,,1.916868480818431,,,,,,,,17.13750340626113,0.11107354514919007,,0.0,0.018546168946407055,,,,,,,0.0,,,,,,,,,
EST,2038,,,,,,,,1.9800806159948459,,,,,,,,17.11657962745302,0.11275956550668065,,0.0,0.01958644796501506,,,,,,,0.0,,,,,,,,,
EST,2039,,,,,,,,2.004584303012329,,,,,,,,17.11165087528206,0.11450930697663714,,0.0,0.020626726983623066,,,,,,,0.0,,,,,,,,,
EST,2040,,,,,,,,2.0266948037036268,,,,,,,,17.104714043591304,0.11640129536710014,,0.0,0.021667006002231072,,,,,,,0.0,,,,,,,,,
EST,2041,,,,,,,,1.9902815841334096,,,,,,,,17.09998262475272,0.11836984828040442,,0.0,0.022707285020839078,,,,,,,0.0,,,,,,,,,
EST,2042,,,,,,,,1.9607012530390473,,,,,,,,17.10666266418253,0.12042883033180668,,0.0,0.023747564039447083,,,,,,,0.0,,,,,,,,,
EST,2043,,,,,,,,1.911013227939379,,,,,,,,17.119310649979617,0.12254583891382073,,0.0,0.02478784305805509,,,,,,,0.0,,,,,,,,,
EST,2044,,,,,,,,1.8836281812909506,,,,,,,,17.138037164964434,0.12470118101776356,,0.0,0.025828122076663095,,,,,,,0.0,,,,,,,,,
EST,2045,,,,,,,,1.8473154472761473,,,,,,,,17.15472326039808,0.1268181243364643,,0.0,0.0268684010952711,,,,,,,0.0,,,,,,,,,
EST,2046,,,,,,,,1.819401118594523,,,,,,,,17.168198290450672,0.12889787103301278,,0.0,0.027908680113879106,,,,,,,0.0,,,,,,,,,
EST,2047,,,,,,,,1.779368539533244,,,,,,,,17.184958371103754,0.13103360845647566,,0.0,0.02894895913248711,,,,,,,0.0,,,,,,,,,
EST,2048,,,,,,,,1.7472819260326007,,,,,,,,17.225859215854864,0.13350302426551364,,0.0,0.029989238151095117,,,,,,,0.0,,,,,,,,,
EST,2049,,,,,,,,1.6710163659665735,,,,,,,,17.253893123281728,0.1358234756497825,,0.0,0.031029517169703123,,,,,,,0.0,,,,,,,,,
EST,2050,,,,,,,,1.595500250968982,,,,,,,,17.28621898973327,0.1383178184146334,,0.0,0.03206979618831113,,,,,,,0.0,,,,,,,,,
EST,2051,,,,,,,,1.5208007142012363,,,,,,,,17.32591517713839,0.14104056723758449,,0.0,0.03311007520691914,,,,,,,0.0,,,,,,,,,
EST,2052,,,,,,,,1.4752696037597504,,,,,,,,17.369908655844647,0.1438581555769437,,0.0,0.034150354225527146,,,,,,,0.0,,,,,,,,,
EST,2053,,,,,,,,1.4335953529298717,,,,,,,,17.415523444320772,0.1468699211223802,,0.0,0.035190633244135155,,,,,,,0.0,,,,,,,,,
EST,2054,,,,,,,,1.3901427794110548,,,,,,,,17.461822826351987,0.14991783413051377,,0.0,0.036230912262743165,,,,,,,0.0,,,,,,,,,
EST,2055,,,,,,,,1.3510641148235039,,,,,,,,17.508065927156025,0.15304290651801222,,0.0,0.037271191281351174,,,,,,,0.0,,,,,,,,,
EST,2056,,,,,,,,1.3111147327263548,,,,,,,,17.56082976129587,0.15646024370732456,,0.0,0.03831147029995918,,,,,,,0.0,,,,,,,,,
EST,2057,,,,,,,,1.2980799673284333,,,,,,,,17.608974792183393,0.16002846514151578,,0.0,0.03935174931856719,,,,,,,0.0,,,,,,,,,
EST,2058,,,,,,,,1.2974358398458787,,,,,,,,17.654170232713327,0.16350481157699825,,0.0,0.0403920283371752,,,,,,,0.0,,,,,,,,,
EST,2059,,,,,,,,1.3179185713004735,,,,,,,,17.675032652510062,0.1667498840005078,,0.0,0.04143230735578321,,,,,,,0.0,,,,,,,,,
EST,2060,,,,,,,,1.3466031616004308,,,,,,,,17.674143179032168,0.16962801832640928,,0.0,0.04247258637439122,,,,,,,0.0,,,,,,,,,
EST,2061,,,,,,,,1.3881337459282896,,,,,,,,17.65019623088008,0.17218040667767337,,0.0,0.04351286539299923,,,,,,,0.0,,,,,,,,,
EST,2062,,,,,,,,1.4158401251980575,,,,,,,,17.608416389070484,0.17445508083828665,,0.0,0.04455314441160724,,,,,,,0.0,,,,,,,,,
EST,2063,,,,,,,,1.4451332126953846,,,,,,,,17.549689304835532,0.1762769189086644,,0.0,0.045593423430215246,,,,,,,0.0,,,,,,,,,
EST,2064,,,,,,,,1.4794620529091917,,,,,,,,17.469432830948087,0.17785529132420638,,0.0,0.046633702448823255,,,,,,,0.0,,,,,,,,,
EST,2065,,,,,,,,1.5063304928598351,,,,,,,,17.386582596028802,0.17948717422394683,,0.0,0.047673981467431265,,,,,,,0.0,,,,,,,,,
EST,2066,,,,,,,,1.5074285648623025,,,,,,,,17.29284421751155,0.18085963183009326,,0.0,0.048714260486039274,,,,,,,0.0,,,,,,,,,
EST,2067,,,,,,,,1.498181978105766,,,,,,,,17.19143522241307,0.18223191150631696,,0.0,0.04975453950464728,,,,,,,0.0,,,,,,,,,
EST,2068,,,,,,,,1.4785879451215709,,,,,,,,17.08793152871658,0.18358550110470043,,0.0,0.05079481852325529,,,,,,,0.0,,,,,,,,,
EST,2069,,,,,,,,1.4443000592006032,,,,,,,,16.983394749931115,0.18488223922943253,,0.0,0.0518350975418633,,,,,,,0.0,,,,,,,,,
EST,2070,,,,,,,,1.3968089419682665,,,,,,,,16.883106614888632,0.18637604126098695,,0.0,0.05287537656047131,,,,,,,0.0,,,,,,,,,
EST,2071,,,,,,,,,,,,,,,,,,,,0.05391565557907932,,,,,,,,,,,,,,,,
FIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1172530522995089,0.047148195496115625,0.04006481101938109,0.9798148221666424,0.0,3.189492105263158,3.8424447368421046,2.157847368421053,0.582
FIN,2024,226.7,82.0869,276.172,1.2427506213753325,241.924973797754,-0.13406176479608956,249.2412505097498,0.5994084398132093,1.3786606995766615,2.932331962638357,-2.8304825,-1.1221,-4.4026911,3.0,56.0672335,26.76387458585395,2.8028314917127073,1.5690607734806612,0.0,0.0,2.0525766,3.314,2.8528333333333333,1.0,1.082380469,,,,,,,,,,,
FIN,2025,243.0,85.5861,283.8847,2.792716133424089,244.286078657418,0.9759657395427945,250.4859167552501,0.49938212192190967,1.7992060473534632,2.4767093808285567,-2.228994,-0.7885,-3.7294276,5.68,56.0344285,26.698329985720793,2.7870924817032603,1.5851630073186946,0.0,-0.01764918863773346,1.8789075,2.689,2.955,1.0,1.113519535,,12.338727206,,,,,,,,,
FIN,2026,256.0,87.5343,292.4146,3.00470578372134,247.405447648242,1.2769327699588384,251.6893531394622,0.48044073686905886,1.7059800929223545,2.0119566334671157,-1.7331555,-0.7426,-3.4447371,2.92,55.4403558,26.68605076211814,2.776992287917738,1.4196658097686399,0.0,-0.02965940535068512,2.0599242,,,1.0,1.13468,,14.937872572,,,,,,,,,
FIN,2027,,,,,250.390411999966,1.2065071242764125,253.264219110313,0.6257181526380107,,,,,,,,26.71997386486444,2.7710469089779437,1.4022988505747147,0.0,-0.037514619529247284,,,,,,,13.98645441,,,,,,,,,
FIN,2028,,,,,253.3803450167145,1.1941084296585913,254.8261100154916,0.6167041324137035,,,,,,,,26.831005703568035,2.7846153846153845,1.336048265460029,0.0,-0.025856763124465942,,,,,,,17.088012200999998,,,,,,,,,
FIN,2029,,,,,256.6771065499672,1.3011117863286792,256.6771065499672,0.7263763255512146,,,,,,,,26.96104455224819,2.801405975395431,1.2568834212067959,0.0,-0.010975971817970276,,,,,,,18.145782689,,,,,,,,,
FIN,2030,,,,,,,,0.8084286590392451,,,,,,,,27.042419391738285,2.8101193860147813,1.198408186469587,0.0,-0.004173099994659424,,,,,,,14.342181616,,,,,,,,,
FIN,2031,,,,,,,,0.8904809925272756,,,,,,,,27.10180637852699,2.8135686707115277,1.1679536679536664,0.0,-0.002633318305015564,,,,,,,11.354,,,,,,,,,
FIN,2032,,,,,,,,0.9725333260153061,,,,,,,,27.133592708719917,2.8111794597485966,1.1519122760096288,0.0,-0.006933674216270447,,,,,,,7.312,,,,,,,,,
FIN,2033,,,,,,,,1.0545856595033367,,,,,,,,27.12145539914315,2.8024371273010114,1.1635986518019195,0.0,-0.017585836350917816,,,,,,,9.674000000000001,,,,,,,,,
FIN,2034,,,,,,,,1.1366379929913673,,,,,,,,27.10903790447462,2.7929648241206033,1.186432160804019,0.0,-0.028967969119548798,,,,,,,15.43945441,,,,,,,,,
FIN,2035,,,,,,,,1.2186903264793976,,,,,,,,27.084889971598678,2.78029197080292,1.2201946472019483,0.0,-0.02883126891472123,,,,,,,0.0,,,,,,,,,
FIN,2036,,,,,,,,1.300742659967428,,,,,,,,27.04117554206237,2.764013188883655,1.2724917569477157,0.0,-0.02869456870989366,,,,,,,5.153,,,,,,,,,
FIN,2037,,,,,,,,1.3750090832357937,,,,,,,,26.97391642555659,2.743110908676839,1.3450239125483936,0.0,-0.028557868505066093,,,,,,,0.0,,,,,,,,,
FIN,2038,,,,,,,,1.4239523781672425,,,,,,,,26.88885950442259,2.720167327168648,1.4341699691765761,0.0,-0.028421168300238525,,,,,,,4.663,,,,,,,,,
FIN,2039,,,,,,,,1.4860430538330642,,,,,,,,26.78651091338058,2.694172692471289,1.5361548277328794,0.0,-0.028284468095410957,,,,,,,0.0,,,,,,,,,
FIN,2040,,,,,,,,1.5330781637928839,,,,,,,,26.687076922022214,2.670020533880904,1.648049281314167,0.0,-0.02814776789058339,,,,,,,4.337,,,,,,,,,
FIN,2041,,,,,,,,1.4883024944426935,,,,,,,,26.61053867301829,2.652053164054751,1.7417179131124758,0.0,-0.02801106768575582,,,,,,,0.0,,,,,,,,,
FIN,2042,,,,,,,,1.4422620149486485,,,,,,,,26.553461419213008,2.63784509202454,1.8228527607361968,0.0,-0.027874367480928253,,,,,,,5.659,,,,,,,,,
FIN,2043,,,,,,,,1.3879096470074552,,,,,,,,26.497963493962345,2.623841305153875,1.901371894697812,0.0,-0.027737667276100685,,,,,,,4.762,,,,,,,,,
FIN,2044,,,,,,,,1.3359324457123558,,,,,,,,26.44003521758993,2.610832137733142,1.9777618364418927,0.0,-0.027600967071273116,,,,,,,0.0,,,,,,,,,
FIN,2045,,,,,,,,1.2906669653394176,,,,,,,,26.411476521931554,2.602604166666667,2.050347222222223,0.0,-0.02746426686644555,,,,,,,3.002812143,,,,,,,,,
FIN,2046,,,,,,,,1.249877810311336,,,,,,,,26.39370249368526,2.596907043200538,2.1060682467641634,0.0,-0.02732756666161798,,,,,,,0.0,,,,,,,,,
FIN,2047,,,,,,,,1.204463448750826,,,,,,,,26.397453232285184,2.5948542582641263,2.1525810128643528,0.0,-0.027190866456790412,,,,,,,6.156,,,,,,,,,
FIN,2048,,,,,,,,1.1546511800856212,,,,,,,,26.418338708644267,2.597064393939394,2.1862373737373755,0.0,-0.027054166251962844,,,,,,,0.0,,,,,,,,,
FIN,2049,,,,,,,,1.113027737472055,,,,,,,,26.462560977098267,2.603672532517215,2.2065799540933426,0.0,-0.026917466047135276,,,,,,,0.0,,,,,,,,,
FIN,2050,,,,,,,,1.075964225282855,,,,,,,,26.530428359589347,2.614813715303548,2.2184948790262737,0.0,-0.026780765842307708,,,,,,,0.0,,,,,,,,,
FIN,2051,,,,,,,,1.0526477615229894,,,,,,,,26.614072039332193,2.6295176385889127,2.2257739380849557,0.0,-0.02664406563748014,,,,,,,0.0,,,,,,,,,
FIN,2052,,,,,,,,1.036130601389955,,,,,,,,26.711199223266803,2.6459410367472405,2.225513483303061,0.0,-0.02650736543265257,,,,,,,4.692,,,,,,,,,
FIN,2053,,,,,,,,1.0257061500500464,,,,,,,,26.803043767296465,2.6615593220338982,2.188203389830507,0.0,-0.026370665227825003,,,,,,,0.0,,,,,,,,,
FIN,2054,,,,,,,,1.0128371499827886,,,,,,,,26.89144956031021,2.6771518820742304,2.147012371676757,0.0,-0.026233965022997435,,,,,,,0.0,,,,,,,,,
FIN,2055,,,,,,,,0.9901600230979155,,,,,,,,26.996833439870812,2.6949022614028366,2.095949916954133,0.0,-0.026097264818169867,,,,,,,4.42,,,,,,,,,
FIN,2056,,,,,,,,0.9719302370710139,,,,,,,,27.116108066493336,2.7155439771740477,2.032130008683785,0.0,-0.0259605646133423,,,,,,,0.0,,,,,,,,,
FIN,2057,,,,,,,,0.9558232459775644,,,,,,,,27.229196891164808,2.7340079508492954,1.9687989398867582,0.0,-0.02582386440851473,,,,,,,0.0,,,,,,,,,
FIN,2058,,,,,,,,0.9446070190904052,,,,,,,,27.358856972822455,2.7558207558207557,1.8928278928278903,0.0,-0.025687164203687163,,,,,,,0.0,,,,,,,,,
FIN,2059,,,,,,,,0.9404027676785545,,,,,,,,27.50464439107197,2.7806818181818183,1.800454545454544,0.0,-0.025550463998859595,,,,,,,0.0,,,,,,,,,
FIN,2060,,,,,,,,0.9399052418960145,,,,,,,,27.646925237688585,2.803642384105961,1.7084988962472405,0.0,-0.025413763794032027,,,,,,,0.0,,,,,,,,,
FIN,2061,,,,,,,,0.9337157980565722,,,,,,,,27.788816676844412,2.8261149228130367,1.6123499142367042,0.0,-0.02527706358920446,,,,,,,0.0,,,,,,,,,
FIN,2062,,,,,,,,0.9301749626473168,,,,,,,,27.933988388080806,2.848172446110591,1.5191086118921149,0.0,-0.02514036338437689,,,,,,,0.0,,,,,,,,,
FIN,2063,,,,,,,,0.9281179094160057,,,,,,,,28.089731076583497,2.871434351608335,1.4251466720615014,0.0,-0.025003663179549322,,,,,,,0.0,,,,,,,,,
FIN,2064,,,,,,,,0.9335862675027282,,,,,,,,28.23607525297342,2.8927097661623113,1.332580074670858,0.0,-0.024866962974721754,,,,,,,0.0,,,,,,,,,
FIN,2065,,,,,,,,0.9392316112284818,,,,,,,,28.373596240291747,2.9099150682317014,1.2484969939879758,0.0,-0.024730262769894186,,,,,,,0.0,,,,,,,,,
FIN,2066,,,,,,,,0.937731649666,,,,,,,,28.50349365620118,2.924923533228288,1.1701733246825476,0.0,-0.024593562565066618,,,,,,,0.0,,,,,,,,,
FIN,2067,,,,,,,,0.9317719563981242,,,,,,,,28.631890648839622,2.93895741424327,1.0940848113802115,0.0,-0.02445686236023905,,,,,,,0.0,,,,,,,,,
FIN,2068,,,,,,,,0.9279293677688751,,,,,,,,28.763291993377287,2.95338464229491,1.0130313101276904,0.0,-0.02432016215541148,,,,,,,0.0,,,,,,,,,
FIN,2069,,,,,,,,0.9235223893553508,,,,,,,,28.90028724806611,2.9675473621612443,0.9284682694758288,0.0,-0.024183461950583914,,,,,,,0.0,,,,,,,,,
FIN,2070,,,,,,,,0.9140509686808744,,,,,,,,29.03113298129143,2.980851766259492,0.841862000660285,0.0,-0.024046761745756345,,,,,,,0.0,,,,,,,,,
FIN,2071,,,,,,,,,,,,,,,,,,,,-0.023910061540928777,,,,,,,,,,,,,,,,
FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08497413848983261,0.07976312711702137,0.08204657274784338,0.9715731190665138,0.0,3.5091842105263154,4.45267105263158,2.157847368421053,0.63
FRA,2024,3305.3,112.9765,2921.412,3.5060612126676993,2595.24520911638,1.166138885790824,2595.932546472705,1.170041828686652,2.312957545592176,2.932331962638357,-3.736291,-3.6888,-5.7960509,33.17,55.0288415,29.225515187823376,1.5857729111638534,,0.0,0.0,1.9423171,3.969,2.9691666666666667,1.0,1.082380469,,,,,,,,,,,
FRA,2025,3473.4,116.0325,2989.183,2.319802889835465,2610.10722839517,0.5726633932926051,2623.453910234847,1.0601725302738618,1.7372078764672283,2.4767093808285567,-3.1106924,-2.7601,-5.5767256,1.22,55.1114104,29.162633771063174,1.5808528996953426,,0.0,-0.005157992243766785,2.2334217,3.508,3.284,1.0,1.113519535,,285.016572851,,,,,,,,,
FRA,2026,3647.1,118.4478,3074.657,2.8594435335675294,2644.8913891439,1.3326717144152456,2649.695182068266,1.0002566361484,1.5066865366920368,2.0119566334671157,-2.7760626,-2.6618,-5.687394,-1.43,54.62153,29.17723495063512,1.5841903173238343,,0.0,-0.00205906480550766,2.5808103,,,1.0,1.13468,,299.364603124,,,,,,,,,
FRA,2027,,,,,2666.293741225351,0.8091958773542851,2669.520231196691,0.7482011237590624,,,,,,,,29.242623115796867,1.5904292459302152,,0.0,0.003942109644412994,,,,,,,273.800686525,,,,,,,,,
FRA,2028,,,,,2685.191350961963,0.7087594830390787,2686.81504755442,0.6478623445373088,,,,,,,,29.257082340417902,1.5929329270538621,,0.0,0.0062081217765808105,,,,,,,259.740784601,,,,,,,,,
FRA,2029,,,,,2703.362711182524,0.6767249646492113,2703.362711182524,0.6158839866244659,,,,,,,,29.227100774737227,1.5905163454648255,,0.0,0.003553152084350586,,,,,,,292.551605288,,,,,,,,,
FRA,2030,,,,,,,,0.662032071484799,,,,,,,,29.21134539541581,1.589669801507405,,0.0,0.0024691373109817505,,,,,,,243.369956876,,,,,,,,,
FRA,2031,,,,,,,,0.7081801563451321,,,,,,,,29.1957394922346,1.5884485128551185,,0.0,0.0010102316737174988,,,,,,,181.09477354199998,,,,,,,,,
FRA,2032,,,,,,,,0.7543282412054653,,,,,,,,29.196543779069465,1.5874869259234112,,0.0,-0.0001897662878036499,,,,,,,191.797927404,,,,,,,,,
FRA,2033,,,,,,,,0.8004763260657984,,,,,,,,29.235414173562987,1.5906748990839874,,0.0,0.0027601495385169983,,,,,,,114.04667265299999,,,,,,,,,
FRA,2034,,,,,,,,0.8466244109261316,,,,,,,,29.284873658097343,1.5936592154219402,,0.0,0.00550629198551178,,,,,,,132.218994838,,,,,,,,,
